slang,formal
w,saya
w/ , dengan
wa,saya
waaa,wah
waaaaw,wow
waaahhh,wah
waaaww,wow
waaawwww,wow
waah,wah
wad , buat
wadaaw,waduh
wadir , wakil direktur
wado,waduh
waduhh,waduh
waduhhh,waduh
waduuuuh,waduh
wagub , wakil gubernur
wahh,wah
wahhh,wah
wahhhhhh,wah
wajarrr,wajar
wajiiib,wajib
waktunyaaa,waktunya
walik,balik
wamil , wajib militer
wanitah,wanita
wanjerrr,anjir
wanjiir,anjir
waoohhh,wah
war , perang
warbiyasah,luar biasa
warbiyasak , luar biasa
waria , wanita pria
warkop,warung kopi
warkop , warung kopi
warnaaa,warna
warnany,warnanya
warnet , warung internet
warteg , warung tegal
wartel , warung telekomunikasi
waspadalah , waspada
wat , buat
watuk , batuk
waw,wow
waww,wow
wawwwww,wow
wdooohhh,waduh
weeeh,wih
week,wig
wenak,enak
wenakk,enak
wewww,wow
who , world health organization
widihh,waduh
widihh,idih
wihh,wih
wihhh,wih
wihhhhhh,wih
wiih,wih
wiiiihhhh,wih
wiiiihhhhhhhhh,wih
wik,wig
wjh,wajah
wk,waktu
wk , tertawa
wkt,waktu
wkt , waktu
wktu,waktu
wktunya,waktunya
wkwk , tertawa
wkwkkw , tertawa
wlau,walau
wlaupun,walaupun
wlawpun,walaupun
wlo,walau
wlwpun,walaupun
woey,woy
woles,selow
wong2,wong-wong
woooiiiii,woy
woooiiiiiiii,woy
wooow,wow
wooowww,wow
woooyy,woy
woow,wow
woowwww,wow
wota2,wota-wota
wouww,wow
wowoooww,wow
woww,wow
wowww,wow
wowwww,wow
wowwwww,wow
woyyy,woy
wrn,warna
wtf , what the fuck
wth , what the hell
wuastagah,astaga
x,kali
x , tidak
xan , tak akan
xew , apa
xixixi , tertawa
xlian,kalian
y,ya
y,saya
y,nya
y ,kenapa
y , ya
ya , iya
yaa,ya
yaaa,ya
yaaa ,ya
yaaaa,ya
yaaaaaa,ya
yaaah,ya
yaaampunnn,ya ampun
yaaang,yang
yaah,ya
yaahh,ya
yaahhh,ya
yaak,ya
yaakk,ya
yaakkk,ya
yaampuuuunnnn,ya ampun
yaang,yang
yach,ya
yachhh,ya
yad , yang akan datang
yaelahhh,alah
yah,ya
yahbh,ya
yahh,ya
yahhh,ya
yahhhh,ya
yak,ya
yakaliiiii,yakali
yakinn,yakin
yakk,ya
yam,ya
yanckh,yang
yank,sayang
yankkk,sayang
yaoloh,yaallah
yaolohh,ya allah
yap,ya
yap , iya
yapp,ya
yappp,ya
yapz , iya
yaudah , ya sudah
yaudh,ya sudah
yauwda , ya sudah
yawdah , ya sudah
yawlah,ya allah
yawloh,ya allah
yayang,sayang
ybs , yang bersangkutan
yee,ya
yeee,ya
yeeee,ya
yep,ya
yeuh,ya
yg,yang
yg ,yang
ygs,sayang
yh,ya
yha,ya
yhaaa,ya
yi , yaitu
yl , yang lain
yng,yang
yng , yang
ynk,sayang
yo , iya
yoha , iya
yoiii,yoi
yoiiu,yoi
yok,yuk
yokk,yuk
yokkk,yuk
yoo,ayo
yoo,ya
yook,yuk
yoooiii,yoi
yoookkkk,yuk
yooookkk,yuk
yooow,ya
yowes , ya sudah
yq,yang
ysh,ya
yu,yuk
yuh,tuh
yuk , ayo
yukk,yuk
yukkk,yuk
yukkkk,yuk
yuks,yuk
yukss,yuk
yup,ya
yup , iya
yuppss,ya
yuu,yuk
yuuk,yuk
yuukk,yuk
yuuks,yuk
yuuu,yuk
yuuuk,yuk
yuuuuk,yuk
yuuuukkk,yuk
yuwkkk,yuk
ywdh , ya sudah
yya,ya
yyaaa,ya
z,saja
za,saja
zama,zaman
zonk , bodoh
